City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,malabar,-33.9667,151.25,18.35,90,75,12.86,AU,1703030020
363,gamba,-2.65,10.0,25.61,88,100,1.63,GA,1703030020
364,tacuarembo,-31.7333,-55.9833,18.01,80,100,5.67,UY,1703030020
365,mana,5.6592,-53.7767,25.84,92,5,3.77,GF,1703029927
366,san luis de la loma,17.2706,-100.8939,26.06,80,19,1.67,MX,1703030020
367,holualoa,19.6228,-155.9522,23.91,77,100,4.63,US,1703029817
368,brookings,44.3114,-96.7984,2.88,68,0,2.06,US,1703029474
369,sassnitz,54.5167,13.65,5.45,89,100,6.49,DE,1703030021
370,lagoa,39.05,-27.9833,15.99,85,100,9.12,PT,1703030021
371,bartica,6.4,-58.6167,27.18,84,86,1.85,GY,1703030021
372,zouila,35.5006,11.0606,15.99,82,100,7.17,TN,1703030021
373,laibin,23.7,109.2667,6.81,64,100,5.91,CN,1703029895
374,concepcion,-36.827,-73.0498,15.89,72,100,3.6,CL,1703030022
375,prince george,53.9166,-122.753,1.83,95,100,2.57,CA,1703030022
376,marsh harbour,26.5412,-77.0636,20.98,61,1,10.29,BS,1703030022
377,maputo,-25.9653,32.5892,23.44,81,51,3.16,MZ,1703030022
378,summerside,46.3959,-63.7876,7.6,100,100,4.63,CA,1703030022
379,yashkul',46.1711,45.3435,4.52,94,54,4.38,RU,1703030022
380,touros,-5.1989,-35.4608,26.15,85,100,4.14,BR,1703030023
381,solnechnyy,50.7214,136.6319,-24.54,94,100,1.33,RU,1703030023
382,dhari,21.3333,71.0167,17.46,42,100,3.26,IN,1703030023
383,shirochanka,46.6497,38.3978,4.87,95,66,4.02,RU,1703030023
384,dampit,-8.2116,112.7493,23.05,75,32,0.93,ID,1703030023
385,boksitogorsk,59.474,33.8485,0.34,85,57,6.33,RU,1703030023
386,fortaleza,-3.7227,-38.5247,27.9,89,40,4.12,BR,1703030024
387,thunder bay,48.4001,-89.3168,-3.05,59,20,3.6,CA,1703029769
388,antofagasta,-23.65,-70.4,19.6,80,26,2.75,CL,1703029321
389,retreat,38.8245,-85.8533,1.28,70,57,2.74,US,1703030024
390,saldanha,-33.0117,17.9442,15.03,85,0,7.37,ZA,1703030024
391,nadym,65.5333,72.5167,-16.97,97,85,5.26,RU,1703030024
392,cerkno,46.1256,13.9817,7.67,44,0,1.73,SI,1703030024
393,dryden,49.7833,-92.7503,-2.84,63,100,4.12,CA,1703030024
394,concepcion del oro,24.6333,-101.4167,12.41,39,100,2.35,MX,1703030025
395,naze,28.3667,129.4833,13.51,80,100,10.55,JP,1703030025
396,letlhakeng,-24.0944,25.0298,24.28,62,79,2.76,BW,1703030025
397,sergeyevka,53.88,67.4158,-13.56,98,91,3.33,KZ,1703030025
398,minas de marcona,-15.2119,-75.1103,16.97,83,31,6.24,PE,1703030026
399,naracoorte,-36.9579,140.7383,18.05,37,0,5.96,AU,1703030026
400,porrino,42.1616,-8.6198,9.99,100,75,1.03,ES,1703030026
401,polyarnyy,69.1989,33.4478,-10.06,91,100,0.3,RU,1703030026
402,changsha,28.2,112.9667,2.09,74,65,3.21,CN,1703030027
403,montijo,38.7067,-8.9739,12.55,88,0,5.14,PT,1703030027
404,karatas,36.582,35.3701,8.36,52,0,5.38,TR,1703030027
405,ondjiva,-17.0667,15.7333,24.02,83,0,0.0,AO,1703030027
406,kokstad,-30.5472,29.4241,13.81,93,87,1.65,ZA,1703030027
407,bouarfa,32.53,-1.95,2.88,87,2,2.18,MA,1703030028
408,alma,48.5501,-71.6491,-4.94,73,86,3.17,CA,1703030028
409,okhotsk,59.3833,143.3,-27.23,87,98,7.62,RU,1703030028
410,umba,66.6871,34.3429,-2.74,95,100,6.6,RU,1703030028
411,ocean shores,46.9737,-124.1563,11.68,97,100,2.24,US,1703029906
412,karuzi,-3.125,30.1333,15.78,96,99,1.02,BI,1703030029
413,bardsir,29.9227,56.5743,3.51,35,66,1.01,IR,1703030029
414,bikenibeu village,1.3673,173.1241,29.98,84,75,6.69,KI,1703030029
415,tumbes,-3.5667,-80.4414,27.97,69,40,3.09,PE,1703030029
416,lata,40.1629,-8.3327,9.9,83,41,0.94,PT,1703030029
417,onguday,50.75,86.15,-13.07,95,100,0.57,RU,1703030030
418,zaigrayevo,51.8336,108.2703,-28.55,97,21,1.36,RU,1703030030
419,xuchang,34.0167,113.8167,-6.45,67,97,3.23,CN,1703030030
420,uturoa,-16.7333,-151.4333,26.85,82,100,5.42,PF,1703029930
421,aktau,43.65,51.2,5.32,79,100,2.7,KZ,1703030030
422,sinabang,2.4803,96.3801,26.23,83,97,0.32,ID,1703030030
423,pesqueira,-8.3578,-36.6964,22.55,81,86,3.23,BR,1703029779
424,korsakov,46.6328,142.7813,-7.09,83,100,10.66,RU,1703030032
425,inhambane,-23.865,35.3833,23.48,82,92,3.11,MZ,1703030032
426,robertsport,6.7533,-11.3686,26.67,68,4,1.45,LR,1703030032
427,songling,31.1933,120.7176,-0.49,50,52,4.64,CN,1703030032
428,nizhneudinsk,54.9076,99.0276,-27.48,88,6,3.32,RU,1703030033
429,mandera,3.9366,41.867,29.31,41,78,3.2,KE,1703030033
430,natal,-5.795,-35.2094,27.12,89,75,2.06,BR,1703029921
431,yangchun,22.1667,111.7833,9.37,73,81,3.68,CN,1703030033
432,jutai,-5.1833,-68.9,24.57,97,98,0.34,BR,1703030034
433,sao francisco,-15.9486,-44.8644,22.97,72,78,0.93,BR,1703030035
434,santa vitoria do palmar,-33.5189,-53.3681,18.63,67,87,5.21,BR,1703030022
435,revda,56.801,59.9303,-8.35,92,95,4.5,RU,1703030035
436,shizuishan,39.2333,106.7694,-17.15,74,0,2.63,CN,1703030035
437,al jaradiyah,16.5795,42.9124,23.72,68,0,2.0,SA,1703030036
438,sant antoni de portmany,38.9807,1.3036,14.42,76,0,2.06,ES,1703030036
439,baud,20.8333,84.3167,12.14,59,34,0.47,IN,1703030036
440,quepos,9.4236,-84.1652,26.87,81,34,0.97,CR,1703030036
441,puerto baquerizo moreno,-0.9,-89.6,24.38,90,98,5.23,EC,1703030036
442,nouadhibou,20.931,-17.0347,18.99,27,87,8.75,MR,1703030037
443,ko pha ngan,9.7578,100.0291,23.38,71,83,3.16,TH,1703030037
444,cumana,10.4635,-64.1775,26.27,87,18,4.77,VE,1703030037
445,namdrik,5.5994,168.1028,28.01,78,97,10.22,MH,1703030037
446,kapit,2.0167,112.9333,23.73,99,100,0.46,MY,1703030037
447,pahrump,36.2083,-115.9839,17.5,50,69,5.36,US,1703030037
448,moldova noua,44.7375,21.6669,4.33,68,2,1.94,RO,1703030037
449,lashkar gah,31.5938,64.3716,11.6,26,100,1.38,AF,1703030038
450,kabwe,-14.4469,28.4464,19.14,98,100,1.52,ZM,1703030038
451,asuncion nochixtlan,17.4667,-97.2333,8.98,66,0,2.91,MX,1703030038
452,tyukhtet,56.5389,89.3011,-20.29,80,68,3.94,RU,1703030038
453,pacific grove,36.6177,-121.9166,17.16,87,75,8.05,US,1703030038
454,vernon,50.2581,-119.2691,4.2,91,100,0.0,CA,1703030010
455,sao vicente,-23.9631,-46.3919,26.26,51,93,4.02,BR,1703030038
456,salalah,17.0151,54.0924,23.05,64,0,1.03,OM,1703030039
457,fisterra,42.9049,-9.2629,11.12,88,100,10.16,ES,1703030039
458,tofol,5.3248,163.0078,28.88,74,75,7.72,FM,1703030039
459,shingu,33.7333,135.9833,7.71,83,100,3.15,JP,1703030039
460,chrastava,50.8169,14.9688,6.23,82,100,2.24,CZ,1703030040
461,al'met'yevsk,54.9044,52.3154,-0.8,96,100,11.03,RU,1703030040
462,kilju,40.9642,129.3278,-11.83,68,69,2.6,KP,1703029847
463,prainha,-1.8,-53.48,24.57,92,100,0.45,BR,1703030040
464,nabire,-3.3667,135.4833,28.74,74,94,0.61,ID,1703030040
465,eastham,41.8301,-69.9739,6.99,77,0,3.58,US,1703030041
466,xai-xai,-25.0519,33.6442,22.78,92,37,1.11,MZ,1703030041
467,santana,-0.0583,-51.1817,28.1,78,75,6.17,BR,1703030041
468,tsiombe,-25.3,45.4833,23.29,83,69,4.7,MG,1703030041
469,tucurui,-3.7661,-49.6725,27.04,73,95,2.5,BR,1703030041
470,weinzierl bei krems,48.4,15.6,5.93,86,61,3.83,AT,1703030042
471,tolanaro,-25.0319,46.9987,25.04,83,40,5.14,MG,1703030042
472,saint-francois,46.4154,3.9054,4.8,100,100,4.12,FR,1703030042
473,san antonio de pale,-1.4014,5.6325,27.17,80,53,3.27,GQ,1703030042
474,mejit,10.2753,170.8646,27.06,77,85,10.91,MH,1703030042
475,taltal,-25.4,-70.4833,18.51,78,24,1.94,CL,1703030043
476,thinadhoo,0.5333,72.9333,28.17,77,54,2.42,MV,1703030043
477,akjoujt,19.6969,-14.4164,16.6,16,100,6.36,MR,1703030043
478,kisanga,-7.4362,37.7034,24.17,92,71,1.46,TZ,1703030043
479,savalou,7.9281,1.9756,26.13,28,53,0.62,BJ,1703030044
480,noumea,-22.2763,166.4572,30.99,99,7,6.62,NC,1703029611
481,amalner,21.05,75.0667,16.75,38,91,3.27,IN,1703030044
482,champerico,14.3,-91.9167,29.3,71,11,1.94,GT,1703030044
483,sohagpur,22.7,78.2,11.39,46,100,2.46,IN,1703030044
484,broken hill,-31.95,141.4333,18.76,22,0,9.92,AU,1703030044
485,fiambala,-27.6871,-67.6149,19.99,65,2,4.51,AR,1703030045
486,kupang,-10.1667,123.5833,31.32,70,20,4.12,ID,1703030045
487,shenjiamen,29.9576,122.298,7.08,65,100,11.33,CN,1703030045
488,manaquiri,-3.3167,-60.35,29.27,79,81,0.89,BR,1703030045
489,vila franca do campo,37.7167,-25.4333,16.23,87,100,4.56,PT,1703030045
490,sao jose da coroa grande,-8.8978,-35.1478,24.92,88,100,2.97,BR,1703030046
491,bulgan,48.8125,103.5347,-28.73,91,6,1.66,MN,1703030046
492,nanao,37.05,136.9667,6.11,94,100,1.78,JP,1703030046
493,matola,-25.9622,32.4589,23.18,83,44,2.17,MZ,1703030046
494,foumbot,5.5079,10.6356,19.4,57,99,1.82,CM,1703030047
495,pangody,65.85,74.4859,-12.18,93,98,6.33,RU,1703030047
496,harran,36.86,39.0314,7.66,51,30,2.89,TR,1703030047
497,jinchang,38.4953,102.1739,-13.54,81,2,0.54,CN,1703030047
498,adamovka,51.5223,59.9396,-11.08,98,67,4.31,RU,1703030047
499,zhicheng,30.2956,111.5047,0.78,74,38,0.97,CN,1703030047
500,slyudyanka,51.6594,103.7061,-23.11,89,4,2.35,RU,1703030048
501,riviere-du-loup,47.8304,-69.5342,-2.51,93,76,2.06,CA,1703030048
502,punta del este,-34.9667,-54.95,17.71,81,75,4.63,UY,1703030048
503,shengli,37.4564,118.4856,-12.3,80,28,3.86,CN,1703030048
504,kegeyli shahar,42.7767,59.6078,3.05,82,100,3.44,UZ,1703030048
505,paita,-5.0892,-81.1144,21.86,85,25,7.97,PE,1703030049
506,tabriz,38.08,46.2919,-2.3,74,40,3.09,IR,1703030049
507,bhisho,-32.8472,27.4422,16.29,93,58,2.75,ZA,1703030049
508,konstantinovka,49.6167,127.9833,-30.71,94,38,1.9,RU,1703030049
509,mvomero,-6.25,38.6667,24.65,92,100,1.47,TZ,1703030050
510,bakchar,57.0186,82.0711,-8.22,95,100,3.15,RU,1703030057
511,daru,-9.0763,143.2092,25.0,92,100,0.68,PG,1703030057
512,al burayqah,30.4062,19.5739,14.93,65,88,6.53,LY,1703030057
513,macas,-2.3167,-78.1167,23.86,78,40,2.57,EC,1703029806
514,'ali sabieh,11.1558,42.7125,22.07,90,83,7.9,DJ,1703030058
515,tieling,42.2931,123.8414,-20.46,83,70,1.49,CN,1703030058
516,beau vallon,-20.4189,57.6953,24.13,88,40,2.06,MU,1703030058
517,meiganga,6.5167,14.3,19.85,32,66,1.02,CM,1703030058
518,ataq,14.5377,46.8319,13.81,77,0,1.89,YE,1703030058
519,santa ana,33.7456,-117.8678,20.01,69,100,3.09,US,1703030059
520,mariupol,47.0667,37.5,5.78,100,63,4.02,UA,1703030059
521,tres valles,18.2406,-96.135,19.83,65,58,2.57,MX,1703030060
522,labrador city,52.9463,-66.9114,-10.05,85,75,3.6,CA,1703030060
523,kodinsk,58.6881,99.1844,-31.42,98,5,1.57,RU,1703030061
524,sungai penuh,-2.0833,101.3833,18.98,93,86,1.0,ID,1703030061
525,rio grande,-32.035,-52.0986,20.06,86,100,8.57,BR,1703030061
526,tepetzintla,21.1667,-97.8333,17.61,73,77,2.63,MX,1703030061
527,barra de santo antonio,-9.4047,-35.5072,23.6,86,100,5.61,BR,1703030062
528,porto novo,6.4965,2.6036,27.9,83,24,2.93,BJ,1703029741
529,miri,4.4148,114.0089,26.08,89,40,1.54,MY,1703030062
530,gazojak,41.1875,61.4036,0.0,60,6,3.06,TM,1703030062
531,hobyo,5.3505,48.5268,25.66,82,99,9.73,SO,1703030062
532,viedma,-40.8135,-62.9967,14.44,48,85,5.43,AR,1703029720
533,camaqua,-30.8511,-51.8122,20.44,96,100,4.63,BR,1703030062
534,az zawr,29.4425,48.2747,17.79,74,33,3.04,KW,1703030063
535,pochinok,54.4068,32.4407,1.52,100,100,6.12,RU,1703030063
536,altay,47.8667,88.1167,-13.06,65,100,1.77,CN,1703030063
537,mburucuya,-28.0454,-58.2245,21.56,83,100,5.81,AR,1703030063
538,saint-joseph,-21.3667,55.6167,25.21,83,100,0.68,RE,1703030063
539,perros-guirec,48.8145,-3.4396,10.28,83,78,1.34,FR,1703030064
540,jumla,29.2747,82.1838,3.21,13,3,2.67,NP,1703030064
541,huangzhou,30.45,114.8,2.47,80,77,2.82,CN,1703030064
542,pyhajarvi,67.0701,27.2176,-5.14,96,100,4.5,FI,1703030064
543,pavlovka,52.6897,47.1405,1.59,99,100,9.46,RU,1703030064
544,betio village,1.358,172.9211,30.02,83,99,10.33,KI,1703030064
545,ulsteinvik,62.3432,5.8487,3.37,71,98,4.02,NO,1703030065
546,aioun,16.6614,-9.6149,15.22,18,94,6.38,MR,1703030065
547,puerto santa,-8.9906,-78.6456,20.94,88,46,3.8,PE,1703030065
548,itamaraca,-7.7478,-34.8256,27.03,84,100,3.38,BR,1703030065
549,tocoa,15.6833,-86.0,24.79,94,99,0.56,HN,1703030066
550,las cruces,32.3123,-106.7783,15.58,26,100,0.45,US,1703029481
551,mil'kovo,55.6078,37.7956,4.11,98,100,6.03,RU,1703030066
552,aripuana,-9.1667,-60.6333,27.9,63,83,0.71,BR,1703030066
553,mutsu,41.2894,141.2169,-0.82,70,99,5.67,JP,1703030066
554,margate,51.3813,1.3862,5.94,87,44,3.58,GB,1703030067
555,lake city,30.1897,-82.6393,5.03,70,0,0.0,US,1703030067
556,brinkmann,-30.8659,-62.0374,19.99,87,100,5.01,AR,1703030067
557,queenstown,-31.8976,26.8753,13.28,96,9,0.78,ZA,1703030067
558,uvinza,-5.1036,30.3911,19.51,96,38,0.91,TZ,1703030067
559,kristiansund,63.1115,7.732,1.36,69,75,2.57,NO,1703030068
560,al hufuf,25.3646,49.5653,15.19,72,0,0.0,SA,1703030068
561,oranjemund,-28.55,16.4333,15.42,94,3,3.74,NA,1703030068
562,peshawar,34.008,71.5785,11.08,40,40,2.06,PK,1703030068
563,afif,23.9065,42.9172,12.79,25,0,4.22,SA,1703030068
564,la'ie,21.6477,-157.9253,26.98,75,100,10.65,US,1703030068
565,ketchikan,55.3422,-131.6461,4.26,93,75,2.06,US,1703030069
566,oppdal,62.5943,9.6912,-11.07,78,90,4.15,NO,1703030069
567,bishunpur urf maharajganj,26.2519,83.1186,11.51,44,94,2.23,IN,1703030069
568,adrar,20.5022,-10.0711,11.8,25,100,5.22,MR,1703030069
569,porto torres,40.835,8.3972,4.1,76,36,2.95,IT,1703030069
570,george,-33.963,22.4617,17.81,89,18,0.82,ZA,1703029963
571,point pedro,9.8167,80.2333,25.76,87,78,7.25,LK,1703030070
572,koh kong,11.6175,102.9806,25.29,75,77,2.83,KH,1703030070
